image_id,x,y,width,height
599,421,266,172,144
599,3124,149,88,347
599,2143,192,71,261
599,3309,302,132,41
600,467,61,57,100
600,261,68,76,83
600,375,105,52,63
600,816,88,49,71
600,918,55,49,90
600,681,70,25,85
600,722,114,44,41
600,575,128,42,20
601,465,63,89,111
601,644,63,85,110
601,374,24,72,172
601,264,81,69,76
601,172,28,72,126
601,114,29,38,107
601,579,131,52,19
601,749,40,40,182
602,173,32,14,58
602,362,60,25,24
602,122,47,26,42
602,299,36,29,40
602,219,30,19,53
602,409,42,33,40
602,60,42,40,38
602,30,37,10,48
602,336,34,13,56
602,251,65,25,9
603,662,227,79,186
603,607,252,30,151
603,921,215,61,167
603,178,235,76,167
603,282,238,91,176
603,802,340,82,29
603,441,347,148,33
604,170,51,89,86
604,967,62,100,106
604,719,57,90,89
604,843,90,93,73
604,290,62,74,103
604,392,64,56,84
604,564,68,112,95
604,478,33,54,150
604,61,32,53,151
605,241,53,18,67
605,29,60,49,56
605,278,61,42,50
605,381,38,36,63
605,93,54,26,50
605,158,62,32,45
605,337,75,24,10
605,435,32,29,74
606,253,30,16,51
606,333,33,26,40
606,267,34,34,39
606,201,39,35,45
606,49,37,10,34
606,154,34,29,59
606,28,23,19,55
606,366,30,14,49
606,67,34,10,37
606,130,34,29,40
606,91,46,35,29
606,299,58,23,7
607,411,71,32,25
607,339,43,48,56
607,168,29,37,75
607,293,61,28,34
607,457,46,40,60
607,90,53,25,51
607,232,40,21,77
607,39,39,24,86
607,130,75,27,10
608,811,324,63,167
608,353,378,101,92
608,999,349,80,147
608,687,349,85,113
608,1247,355,94,123
608,207,320,64,158
608,496,393,70,88
608,1569,363,60,121
608,1412,423,100,80
609,897,289,153,183
609,729,235,105,192
609,1362,279,115,135
609,1112,262,146,175
609,442,253,195,209
609,83,198,129,238
609,1513,170,161,268
609,268,348,59,71
610,801,411,182,233
610,306,271,320,319
610,1784,362,132,269
610,1127,206,229,441
610,2867,226,267,369
610,2151,262,184,378
610,1471,130,131,626
610,83,129,135,555
610,2475,441,211,61
610,731,466,58,36
611,601,130,96,117
611,1490,136,111,109
611,346,130,91,108
611,514,181,66,70
611,869,181,57,76
611,741,138,47,129
611,1388,137,42,102
611,258,137,64,119
611,1022,130,73,109
611,1235,222,59,27
611,1679,429,115,43
612,725,98,55,72
612,106,90,37,64
612,647,127,44,45
612,448,113,53,53
612,537,103,72,58
612,157,90,44,61
612,68,92,28,80
612,381,108,26,74
612,310,111,53,56
612,222,130,53,17
613,876,377,49,46
613,294,346,45,91
613,1069,333,46,131
613,755,351,44,79
613,125,352,52,85
613,520,354,35,94
613,1000,343,57,80
613,68,339,30,119
613,209,401,29,42
613,580,355,51,87
613,681,377,36,57
613,375,355,20,100
613,819,354,25,95
613,491,317,33,159
613,426,402,47,12
613,426,398,54,61
614,237,43,82,108
614,359,66,76,99
614,746,79,95,117
614,490,68,65,100
614,79,63,36,92
614,41,55,26,102
614,592,103,110,78
614,152,117,64,18
615,1585,427,190,160
615,1932,437,156,202
615,586,376,122,97
615,2268,411,143,218
615,1286,317,129,280
615,431,275,69,214
615,941,349,147,221
615,2549,421,95,260
615,89,416,174,52
616,4336,768,367,746
616,1885,621,351,874
616,6201,487,513,721
616,6835,445,331,876
616,1490,793,279,729
616,3275,796,448,880
616,4890,779,216,541
616,845,1263,621,250
616,5545,1007,449,198
617,61,54,35,44
617,466,12,48,64
617,172,45,35,50
617,319,29,35,58
617,264,57,33,30
617,385,50,52,38
617,7,31,21,92
617,217,30,24,94
617,118,75,36,10
618,710,83,64,147
618,1514,112,117,99
618,576,93,95,120
618,1041,94,84,119
618,97,112,84,148
618,214,101,120,131
618,1666,109,50,140
618,860,152,77,79
618,1347,129,58,83
618,1166,70,109,134
618,430,174,79,27
618,1673,371,132,49
619,100,47,19,24
619,55,37,20,30
619,187,47,25,24
619,76,53,13,11
619,164,46,15,22
619,129,39,9,26
619,143,50,12,11
620,1876,455,156,179
620,401,366,199,214
620,2348,392,162,202
620,719,442,146,166
620,998,316,151,256
620,2084,517,181,152
620,2558,416,98,242
620,1719,373,86,338
620,1309,541,162,52
621,583,154,80,101
621,1434,160,86,107
621,113,138,49,123
621,282,154,61,92
621,1263,201,76,93
621,1548,166,57,137
621,1022,160,71,123
621,727,152,40,116
621,876,223,58,54
621,1133,163,81,93
621,205,158,38,87
621,448,221,62,27
621,1705,388,95,35
622,620,332,43,92
622,959,394,65,49
622,676,313,29,152
622,871,337,43,103
622,395,314,35,119
622,747,372,69,68
622,1052,346,32,87
622,510,368,40,57
622,289,278,33,205
623,1493,286,144,137
623,737,240,189,192
623,1709,190,82,175
623,1075,288,128,148
623,102,248,56,163
623,216,208,103,214
623,1312,218,94,202
623,510,386,96,45
624,528,29,37,54
624,176,35,43,52
624,476,48,38,49
624,572,27,18,72
624,286,25,16,69
624,79,30,31,54
624,444,34,17,68
624,117,57,38,31
624,337,32,41,48
624,378,51,27,38
624,410,34,32,49
624,55,33,15,44
624,311,29,14,60
624,236,63,36,10
624,408,38,194,53
625,277,68,81,81
625,559,64,61,79
625,420,99,78,67
625,946,73,64,73
625,874,70,56,78
625,732,85,79,69
625,1147,44,42,87
625,132,86,40,104
625,647,65,28,122
625,1054,101,48,19
625,175,135,50,15
626,15,22,37,61
626,401,27,21,66
626,230,36,35,46
626,359,40,40,42
626,305,47,25,30
626,570,24,19,58
626,540,26,15,55
626,93,53,39,33
626,181,19,25,75
626,465,56,37,12
627,127,47,25,27
627,103,58,20,21
627,153,59,15,19
627,77,44,15,30
627,173,48,28,23
627,56,61,16,7
628,390,584,124,455
628,1071,608,147,311
628,1645,550,91,421
628,2336,553,91,409
628,635,632,118,318
628,1258,573,96,415
628,844,727,132,176
628,1810,615,97,226
628,1448,718,109,151
628,1998,735,141,35
628,2258,637,44,179
629,156,57,39,44
629,469,76,44,43
629,241,54,39,45
629,294,51,25,67
629,429,63,30,49
629,529,70,14,41
629,400,65,17,56
629,347,65,32,44
629,126,52,19,58
629,551,69,22,65
629,210,85,29,11
630,334,210,63,59
630,732,149,57,97
630,257,181,62,85
630,495,204,70,61
630,435,147,53,128
630,584,159,61,77
630,675,186,41,61
630,233,164,22,110
631,635,329,63,77
631,234,346,66,98
631,158,327,55,111
631,436,327,52,121
631,909,338,75,97
631,813,378,55,56
631,715,332,43,124
631,500,315,52,86
631,578,367,42,54
631,362,404,52,23
632,350,444,342,352
632,819,622,298,290
632,2852,619,272,547
632,1995,574,195,329
632,1311,518,326,307
632,1672,647,189,294
632,2415,860,283,79
632,2415,844,322,302
633,453,471,67,53
633,393,427,56,87
633,172,452,67,63
633,972,440,41,77
633,827,446,38,66
633,911,432,39,87
633,33,447,71,68
633,287,429,24,102
633,544,448,64,81
633,619,444,29,86
633,1179,414,31,77
633,699,461,66,73
633,1030,427,27,91
633,797,438,25,85
633,314,440,26,78
633,1059,406,24,127
633,1010,425,79,110
633,1115,459,56,40
634,146,398,101,135
634,284,450,104,99
634,79,385,60,193
634,779,404,78,137
634,1036,429,114,126
634,640,419,122,130
634,412,409,122,129
634,562,395,40,172
634,905,499,110,32
635,752,103,43,76
635,816,103,54,65
635,437,115,69,80
635,533,118,75,78
635,898,66,32,141
635,388,103,42,82
635,654,75,30,139
635,1097,115,62,65
635,1202,92,22,87
635,1030,95,13,65
635,288,150,53,16
635,966,139,46,15
635,692,151,48,24
635,964,141,45,4
636,317,231,111,115
636,1529,142,54,210
636,492,168,69,175
636,851,230,127,113
636,1238,198,105,125
636,1803,161,95,141
636,165,183,91,116
636,710,206,86,121
636,573,166,76,170
636,1020,192,64,128
636,1442,197,59,101
636,1114,169,49,174
636,96,183,28,125
636,1643,239,93,32
636,1639,242,98,92
637,490,142,63,171
637,176,170,70,140
637,303,213,113,100
637,674,192,50,92
637,946,155,74,131
637,803,185,68,110
637,1064,137,49,169
637,1355,152,38,139
637,1210,199,82,27
637,627,184,25,116
637,104,176,24,119
637,1388,148,37,141
638,909,397,90,144
638,678,368,47,183
638,233,349,53,200
638,764,410,103,141
638,571,383,76,152
638,373,386,76,156
638,303,396,41,139
638,451,482,63,20
638,448,484,69,62
639,353,106,47,104
639,176,122,65,73
639,437,136,45,90
639,277,139,52,83
639,508,107,24,105
639,95,173,58,13
640,588,264,139,237
640,1166,275,136,208
640,326,163,189,229
640,1389,160,150,306
640,856,195,140,275
641,1502,190,143,190
641,676,269,156,200
641,282,209,154,213
641,1712,207,65,246
641,475,235,112,221
641,922,219,76,220
641,1066,205,128,223
641,1305,312,111,38
642,951,144,58,71
642,741,114,81,99
642,329,93,51,138
642,398,104,66,145
